name,artist,genre,popularity,releaseDate,releaseYear,releaseMonth,timePeriod,energy,danceability,loudness,liveness,valence,speechiness,instrumentalness,acousticness,tempo,timeSignature,mode,key,durationMin,popularityGroup
The Viper,BabyChiefDoit,hip-hop,68,2024-09-20,2024,9,2020s,0.831,0.652,-5.972,0.269,0.648,0.264,0.0,0.0111,139.905,4,0,10,2.52,Medium popularity
Brokey,Latto,hip-hop,70,2024-08-09,2024,8,2020s,0.525,0.776,-6.723,0.108,0.467,0.137,0.0,0.0366,75.013,4,1,1,3.63,High popularity
25,Rod Wave,hip-hop,76,2024-10-11,2024,10,2020s,0.5,0.427,-8.269,0.127,0.269,0.141,0.0,0.286,63.925,5,1,0,3.0,High popularity
Or What,"NLE Choppa, 41, Kyle Richh",hip-hop,77,2024-09-06,2024,9,2020s,0.586,0.731,-7.564,0.0987,0.147,0.172,0.0,0.116,125.845,4,0,1,3.32,High popularity
Type Shit,"Future, Metro Boomin, Travis Scott, Playboi Carti",hip-hop,84,2024-03-22,2024,3,2020s,0.552,0.64,-5.679,0.119,0.112,0.129,0.0,0.0215,144.941,4,1,2,3.8,High popularity
Thought I Was Dead (feat. ScHoolboy Q & Santigold),"Tyler, The Creator, ScHoolboy Q, Santigold",hip-hop,85,2024-10-28,2024,10,2020s,0.859,0.77,-3.382,0.673,0.64,0.275,0.0,0.362,129.77,4,0,10,3.45,High popularity
FIELD TRIP,"¥$, Playboi Carti, Don Toliver, Kodak Black",hip-hop,72,2024-08-03,2024,8,2020s,0.685,0.731,-4.707,0.0865,0.458,0.12,0.0,0.054,121.991,4,0,11,2.79,High popularity
TEFLON DON,Future,hip-hop,74,2024-09-20,2024,9,2020s,0.578,0.916,-6.275,0.113,0.192,0.124,0.00402,0.00349,124.005,4,1,11,2.66,High popularity
Circadian Rhythm,Drake,hip-hop,79,2024-08-30,2024,8,2020s,0.574,0.694,-6.144,0.082,0.286,0.0483,0.0,0.193,146.007,4,0,1,2.11,High popularity
The Largest,BigXthaPlug,hip-hop,68,2024-08-09,2024,8,2020s,0.867,0.902,-3.108,0.142,0.799,0.225,0.0,0.0678,131.041,4,0,10,2.21,Medium popularity
Light Year (Practice),Lil Uzi Vert,hip-hop,73,2024-11-01,2024,11,2020s,0.692,0.637,-7.231,0.345,0.427,0.164,0.0,0.0153,140.203,4,0,1,2.74,High popularity
Blow for Blow (feat. J. Cole),"Tee Grizzley, J. Cole",hip-hop,69,2024-09-27,2024,9,2020s,0.478,0.675,-10.201,0.127,0.39,0.512,7.8e-06,0.0731,104.563,4,1,1,3.5,Medium popularity
Rah Tah Tah,"Tyler, The Creator",hip-hop,87,2024-10-28,2024,10,2020s,0.878,0.661,-4.099,0.381,0.514,0.31,0.0,0.00289,82.557,4,1,1,2.76,High popularity
Both Ways,Juice WRLD,hip-hop,73,2024-10-14,2024,10,2020s,0.396,0.726,-9.121,0.527,0.413,0.283,0.0,0.269,78.022,4,0,5,3.29,High popularity
NISSAN ALTIMA,Doechii,hip-hop,72,2024-08-30,2024,8,2020s,0.711,0.974,-5.206,0.0888,0.328,0.194,3.92e-05,0.0988,117.038,4,0,11,2.11,High popularity
Tailor Swif,A$AP Rocky,hip-hop,74,2024-08-30,2024,8,2020s,0.527,0.824,-5.506,0.368,0.212,0.118,0.0,0.149,77.499,4,1,8,2.59,High popularity
GEEK TIMË,Yeat,hip-hop,72,2024-10-18,2024,10,2020s,0.752,0.638,-6.227,0.17,0.242,0.0385,0.734,0.0066,158.042,4,0,1,2.84,High popularity
Many Men (Wish Death),50 Cent,hip-hop,71,2003-02-06,2003,2,2000s,0.826,0.654,-2.93,0.131,0.417,0.354,0.00146,0.0153,108.52,5,0,6,4.27,High popularity
BAND4BAND (feat. Lil Baby),"Central Cee, Lil Baby",hip-hop,81,2024-05-23,2024,5,2020s,0.764,0.882,-5.241,0.119,0.886,0.204,0.0,0.359,140.113,4,1,11,2.35,High popularity
"Bent (with Kyle Richh, Jenn Carter & TaTa)","41, Kyle Richh, Jenn Carter, TaTa",hip-hop,68,2023-11-17,2023,11,2020s,0.632,0.848,-7.381,0.282,0.253,0.277,0.0,0.398,123.987,4,1,2,2.85,Medium popularity
Dior,Pop Smoke,hip-hop,76,2019-07-26,2019,7,2010s,0.805,0.548,-5.732,0.408,0.649,0.351,0.000405,0.212,142.096,4,1,7,3.61,High popularity
SAY MY GRACE (feat. Travis Scott),"Offset, Travis Scott",hip-hop,70,2023-10-13,2023,10,2020s,0.631,0.772,-5.082,0.129,0.433,0.0431,0.0,0.0648,121.854,4,1,10,2.89,High popularity
6locc 6a6y,Lil Loaded,hip-hop,69,2019-12-06,2019,12,2010s,0.702,0.871,-8.025,0.0912,0.675,0.253,0.0,0.296,125.089,4,1,5,2.19,Medium popularity
All My Life (feat. J. Cole),"Lil Durk, J. Cole",hip-hop,69,2023-05-12,2023,5,2020s,0.57,0.787,-5.881,0.135,0.733,0.225,0.0,0.0449,142.974,4,1,3,3.73,Medium popularity
Superhero (Heroes & Villains) [with Future & Chris Brown],"Metro Boomin, Future, Chris Brown",hip-hop,79,2022-12-02,2022,12,2020s,0.583,0.709,-5.298,0.195,0.533,0.204,2.97e-06,0.138,116.624,4,0,5,3.04,High popularity
Took Her To The O,King Von,hip-hop,78,2020-03-06,2020,3,2020s,0.592,0.82,-7.002,0.121,0.4,0.29,4.71e-06,0.0149,159.98,4,1,1,3.27,High popularity
Loading,Central Cee,hip-hop,70,2021-03-12,2021,3,2020s,0.68,0.85,-6.18,0.0964,0.694,0.338,0.0,0.732,144.006,1,0,3,2.89,High popularity
née-nah,"21 Savage, Travis Scott, Metro Boomin",hip-hop,73,2024-01-12,2024,1,2020s,0.758,0.681,-6.524,0.555,0.331,0.188,0.0,0.00465,165.409,4,1,1,3.68,High popularity
Love Sosa,Chief Keef,hip-hop,77,2012-01-01,2012,1,2010s,0.413,0.772,-8.194,0.111,0.211,0.0891,0.0,0.0361,131.964,4,0,0,4.1,High popularity
Drankin N Smokin,"Future, Lil Uzi Vert",hip-hop,70,2020-11-13,2020,11,2020s,0.658,0.752,-6.297,0.0927,0.387,0.342,0.0,0.0421,151.951,4,1,0,3.56,High popularity
Invincible,Pop Smoke,hip-hop,71,2020-02-07,2020,2,2020s,0.732,0.548,-5.652,0.269,0.612,0.336,0.0,0.125,142.791,4,0,11,2.13,High popularity
GATTI,"JACKBOYS, Pop Smoke, Travis Scott",hip-hop,69,2019-12-27,2019,12,2010s,0.676,0.594,-5.808,0.163,0.472,0.344,0.0,0.135,143.477,4,1,2,3.02,Medium popularity
The Woo (feat. 50 Cent & Roddy Ricch),"Pop Smoke, 50 Cent, Roddy Ricch",hip-hop,68,2020-07-03,2020,7,2020s,0.618,0.49,-5.655,0.259,0.286,0.104,3.77e-06,0.0221,99.7,4,1,1,3.36,Medium popularity
Neva Cared,Polo G,hip-hop,68,2018-03-11,2018,3,2010s,0.35,0.822,-12.207,0.0757,0.346,0.574,0.0,0.0213,77.528,4,0,1,3.1,Medium popularity
Mr. Glock,Key Glock,hip-hop,70,2020-01-31,2020,1,2020s,0.946,0.804,-5.949,0.359,0.745,0.352,0.0,0.002,150.141,4,1,7,2.45,High popularity
Runnin,"21 Savage, Metro Boomin",hip-hop,78,2020-10-02,2020,10,2020s,0.626,0.819,-4.574,0.167,0.415,0.202,0.101,0.00748,143.01,4,0,10,3.27,High popularity
Armed & Dangerous,King Von,hip-hop,72,2020-10-30,2020,10,2020s,0.592,0.696,-6.281,0.127,0.232,0.319,0.0,0.152,188.051,4,1,1,2.04,High popularity
Coffin,Lil Yachty,hip-hop,70,2020-11-27,2020,11,2020s,0.547,0.92,-4.98,0.0998,0.606,0.272,1.45e-06,0.0241,138.05,4,0,6,1.49,High popularity
Ready (feat. Gunna),"Lil Baby, Gunna",hip-hop,69,2018-11-30,2018,11,2010s,0.395,0.793,-5.578,0.109,0.128,0.385,1.4e-05,0.277,76.984,4,1,1,3.55,Medium popularity
Russian Cream,Key Glock,hip-hop,69,2018-02-02,2018,2,2010s,0.774,0.867,-5.791,0.157,0.549,0.315,0.0,0.11,130.007,4,0,11,2.37,Medium popularity
Wants and Needs (feat. Lil Baby),"Drake, Lil Baby",hip-hop,73,2021-03-05,2021,3,2020s,0.449,0.578,-6.349,0.119,0.1,0.286,2.17e-06,0.0618,136.006,4,1,1,3.22,High popularity
Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",hip-hop,80,2022-06-17,2022,6,2020s,0.673,0.529,-4.711,0.093,0.366,0.175,2.41e-06,0.000307,165.921,4,1,0,3.64,High popularity
"Crazy Story, Pt. 3",King Von,hip-hop,75,2019-09-20,2019,9,2010s,0.73,0.729,-5.14,0.118,0.41,0.261,4.33e-05,0.00165,156.953,4,0,11,3.19,High popularity
Pure Cocaine,Lil Baby,hip-hop,77,2018-11-30,2018,11,2010s,0.487,0.964,-6.071,0.115,0.108,0.421,6.07e-06,0.00127,127.05,4,0,10,2.57,High popularity
Ambition For Cash,Key Glock,hip-hop,73,2021-11-05,2021,11,2020s,0.732,0.841,-5.186,0.136,0.576,0.19,2.18e-05,0.0115,149.012,4,0,7,2.39,High popularity
family ties (with Kendrick Lamar),"Baby Keem, Kendrick Lamar",hip-hop,79,2021-09-10,2021,9,2020s,0.611,0.711,-5.453,0.23,0.144,0.33,0.0,0.00588,134.093,4,1,1,4.2,High popularity
Glock In My Lap,"21 Savage, Metro Boomin",hip-hop,80,2020-10-02,2020,10,2020s,0.733,0.847,-6.439,0.151,0.202,0.16,1.04e-05,0.00574,130.029,4,0,10,3.23,High popularity
3 Headed Goat (feat. Lil Baby & Polo G),"Lil Durk, Lil Baby, Polo G",hip-hop,68,2020-05-08,2020,5,2020s,0.48,0.846,-8.618,0.0989,0.419,0.359,0.0,0.269,143.029,4,0,8,2.83,Medium popularity
Run It Up (feat. Offset & Moneybagg Yo),"Lil Tjay, Offset, Moneybagg Yo",hip-hop,71,2021-04-02,2021,4,2020s,0.575,0.88,-6.091,0.109,0.671,0.163,0.0,0.415,120.031,4,1,6,3.87,High popularity
EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),"DJ Khaled, Lil Baby, Lil Durk",hip-hop,70,2021-04-30,2021,4,2020s,0.727,0.477,-4.053,0.108,0.227,0.286,0.0,0.000866,150.062,4,1,2,3.94,High popularity
Sticky,Drake,hip-hop,68,2022-06-17,2022,6,2020s,0.495,0.853,-14.63,0.0844,0.0774,0.14,0.000217,0.0917,137.027,4,1,6,4.05,Medium popularity
Mask Off,Future,hip-hop,81,2017-06-30,2017,6,2010s,0.434,0.833,-8.795,0.165,0.281,0.431,0.0219,0.0102,150.062,4,1,2,3.41,High popularity
On Me,Lil Baby,hip-hop,70,2020-12-04,2020,12,2020s,0.564,0.856,-6.295,0.134,0.483,0.392,0.0,0.00327,77.972,4,0,6,2.27,High popularity
N95,Kendrick Lamar,hip-hop,75,2022-05-13,2022,5,2020s,0.67,0.79,-5.527,0.119,0.408,0.105,2.32e-06,0.377,139.956,4,1,1,3.27,High popularity
Rich Nigga Shit (feat. Young Thug),"21 Savage, Metro Boomin, Young Thug",hip-hop,75,2020-10-02,2020,10,2020s,0.733,0.825,-5.625,0.112,0.62,0.0969,0.0,0.349,97.974,4,0,1,3.17,High popularity
Surround Sound (feat. 21 Savage & Baby Tate),"JID, 21 Savage, Baby Tate",hip-hop,78,2022-10-31,2022,10,2020s,0.567,0.574,-7.126,0.258,0.526,0.465,0.0,0.164,75.965,4,0,7,3.83,High popularity
Imagina esse Cenário,"Matuê, Veigh",hip-hop,75,2024-09-09,2024,9,2020s,0.665,0.583,-3.885,0.112,0.463,0.18,0.0,0.314,94.329,4,1,1,2.59,High popularity
Yes Indeed,"Lil Baby, Drake",hip-hop,75,2018-05-18,2018,5,2010s,0.346,0.963,-9.309,0.108,0.562,0.53,0.0,0.0355,119.957,4,0,5,2.37,High popularity
Wake Up & Bake Up,"Duki, Wiz Khalifa, Arcángel",hip-hop,72,2024-10-31,2024,10,2020s,0.577,0.797,-5.617,0.301,0.17,0.195,0.0,0.0174,148.107,4,1,1,3.43,High popularity
M4,"Teto, Matuê",hip-hop,68,2021-01-20,2021,1,2020s,0.59,0.88,-4.709,0.184,0.723,0.204,0.0,0.08,119.97,4,0,8,2.83,Medium popularity
Diablita (feat. Anuel AA & Baby Rasta),"Trap Capos, Noriel, Anuel AA, Baby Rasta",hip-hop,70,2016-10-07,2016,10,2010s,0.631,0.807,-4.883,0.117,0.126,0.111,0.0,0.407,129.902,4,1,8,3.56,High popularity
Tessera sanitaria (feat. Nerissima Serpe & Papa V),"Night Skinny, Nerissima Serpe, Papa V",hip-hop,69,2024-10-10,2024,10,2020s,0.822,0.513,-4.51,0.11,0.768,0.383,0.0,0.14,165.946,4,1,1,3.41,Medium popularity
Bad and Boujee (feat. Lil Uzi Vert),"Migos, Lil Uzi Vert",hip-hop,70,2017-01-27,2017,1,2010s,0.666,0.926,-5.314,0.123,0.168,0.244,0.0,0.0611,127.079,4,1,11,5.72,High popularity
That Go! (feat. T-Shyne),"Young Stoner Life, Young Thug, Meek Mill, T-Shyne",hip-hop,72,2021-04-16,2021,4,2020s,0.575,0.713,-6.706,0.169,0.189,0.0501,0.0,0.00669,145.95,4,1,1,3.77,High popularity
Me Acostumbre (feat. Bad Bunny),"Arcángel, Bad Bunny",hip-hop,68,2017-04-11,2017,4,2010s,0.586,0.808,-7.242,0.14,0.568,0.169,0.0,0.641,124.041,4,0,10,4.39,Medium popularity
Like That,"Future, Metro Boomin, Kendrick Lamar",hip-hop,83,2024-03-22,2024,3,2020s,0.676,0.814,-4.67,0.119,0.312,0.231,1.28e-05,0.00709,162.012,4,0,11,4.46,High popularity
Castlevania,Matuê,hip-hop,70,2024-09-09,2024,9,2020s,0.928,0.616,-2.34,0.156,0.23,0.043,0.0,0.0168,109.966,4,0,9,3.84,High popularity
We Paid (feat. 42 Dugg),"Lil Baby, 42 Dugg",hip-hop,70,2020-05-01,2020,5,2020s,0.542,0.926,-5.064,0.0877,0.564,0.293,0.0,0.135,135.14,4,1,1,3.03,High popularity
Brindis,"Duki, Headie One",hip-hop,73,2024-10-31,2024,10,2020s,0.637,0.851,-6.149,0.227,0.616,0.104,0.0,0.225,135.055,4,1,0,2.99,High popularity
Pa Ti,"Bad Bunny, Bryant Myers",hip-hop,72,2017-01-02,2017,1,2010s,0.718,0.76,-3.017,0.0982,0.557,0.232,0.0,0.348,128.14,4,1,1,3.19,High popularity
Amigos y Enemigos (feat. Bad Bunny & Almighty) - Remix,"Trap Capos, Noriel, Bad Bunny, Almighty",hip-hop,70,2017-02-06,2017,2,2010s,0.748,0.752,-3.755,0.105,0.497,0.0895,0.0,0.289,115.01,4,1,6,4.92,High popularity
Tu Me Enamoraste - Remix,"Lary Over, Anuel, Bryant Myers, Almighty, Brytiago",hip-hop,69,2016-04-02,2016,4,2010s,0.536,0.689,-8.861,0.169,0.349,0.174,0.0,0.25,119.967,4,1,8,5.69,Medium popularity
Nena Maldición (feat. Lenny Tavárez),"Paulo Londra, Lenny Tavárez",hip-hop,73,2019-05-23,2019,5,2010s,0.531,0.566,-6.635,0.179,0.367,0.0716,0.0,0.192,118.96,4,1,6,3.79,High popularity
PUFFIN ON ZOOTIEZ,Future,hip-hop,77,2022-04-29,2022,4,2020s,0.657,0.883,-5.748,0.128,0.284,0.305,0.0,0.0603,124.992,4,1,8,2.88,High popularity
1993,Matuê,hip-hop,73,2024-09-09,2024,9,2020s,0.88,0.753,-3.165,0.146,0.582,0.081,0.0,0.455,92.055,4,1,11,2.13,High popularity
Going Bad (feat. Drake),"Meek Mill, Drake",hip-hop,74,2018-11-30,2018,11,2010s,0.496,0.889,-6.365,0.252,0.544,0.0905,0.0,0.259,86.003,4,0,4,3.01,High popularity
Un Día Más,"Duki, YSY A",hip-hop,71,2024-10-31,2024,10,2020s,0.708,0.712,-5.715,0.29,0.634,0.247,0.0,0.404,96.914,4,0,10,2.76,High popularity
De las 2 (feat. Bad Bunny & Arcángel),"Trap Capos, Noriel, Bad Bunny, Arcángel",hip-hop,69,2018-04-13,2018,4,2010s,0.696,0.744,-5.015,0.0808,0.406,0.117,0.0,0.71,120.146,4,0,8,4.34,Medium popularity
Un Ratito Mas,"Bryant Myers, Bad Bunny",hip-hop,68,2017-06-05,2017,6,2010s,0.629,0.523,-4.058,0.323,0.209,0.0549,0.0,0.156,140.101,4,1,1,4.72,Medium popularity
CANZONE D'ODIO (feat. Lil Baby),"Lazza, Lil Baby",hip-hop,73,2024-09-19,2024,9,2020s,0.735,0.697,-4.16,0.099,0.403,0.0497,0.0,0.172,99.827,3,0,10,2.72,High popularity
Deus Perdoa,"Filipe Ret, Dallass, Hunter",hip-hop,68,2023-03-21,2023,3,2020s,0.671,0.607,-6.934,0.128,0.316,0.0863,1.31e-06,0.403,147.037,4,0,4,2.29,Medium popularity
Solo,Future,hip-hop,80,2017-07-27,2017,7,2010s,0.486,0.784,-6.497,0.101,0.0894,0.0475,0.497,0.0538,110.964,4,0,5,4.43,High popularity
Cómo Le Digo,"KHEA, Omar Varela, Asan",hip-hop,68,2018-04-10,2018,4,2010s,0.385,0.69,-8.444,0.236,0.19,0.0817,0.0,0.181,129.958,4,1,0,3.77,Medium popularity
Maturidade,"KayBlack, Wall Hein, AMUSIK",hip-hop,70,2022-09-08,2022,9,2020s,0.411,0.722,-9.963,0.0976,0.503,0.387,0.0,0.509,172.445,3,0,2,2.37,High popularity
Problemas de um Milionário,"WIU, Teto",hip-hop,70,2024-04-10,2024,4,2020s,0.484,0.93,-5.486,0.0922,0.747,0.259,6.84e-05,0.355,133.03,4,1,2,2.41,High popularity
BOOKER T,Bad Bunny,hip-hop,72,2020-11-27,2020,11,2020s,0.6,0.883,-7.188,0.0931,0.691,0.37,7.94e-06,0.114,113.903,4,1,7,2.61,High popularity
SICKO MODE,Travis Scott,hip-hop,81,2018-08-03,2018,8,2010s,0.73,0.834,-3.714,0.124,0.446,0.222,0.0,0.00513,155.008,4,1,8,5.21,High popularity
Too Many Nights (feat. Don Toliver & with Future),"Metro Boomin, Future, Don Toliver",hip-hop,82,2022-12-02,2022,12,2020s,0.668,0.573,-4.356,0.109,0.145,0.0467,4.01e-05,0.189,87.973,4,0,7,3.33,High popularity
Me Ama Me Odia,"Revol, Ozuna, Cosculluela, Arcángel, Brytiago",hip-hop,71,2016-09-01,2016,9,2010s,0.603,0.735,-9.474,0.0844,0.429,0.203,3.56e-05,0.226,135.993,4,0,6,5.45,High popularity
Hm Hm hm,Youka,afrobeats,68,2024-07-05,2024,7,2020s,0.637,0.567,-4.032,0.235,0.882,0.298,0.0346,0.499,171.264,3,0,9,2.2,Medium popularity
Kese (Dance),Wizkid,afrobeats,75,2024-11-15,2024,11,2020s,0.874,0.774,-5.641,0.413,0.927,0.0488,0.34,0.142,118.079,4,0,5,2.9,High popularity
Awuke,"Davido, YG Marley",afrobeats,76,2024-10-31,2024,10,2020s,0.792,0.749,-4.621,0.0712,0.903,0.0402,1.63e-05,0.308,113.981,4,1,5,2.88,High popularity
Favourite Girl (with Rema),"Darkoo, Rema",afrobeats,68,2024-08-08,2024,8,2020s,0.812,0.455,-3.455,0.199,0.823,0.211,0.0,0.372,100.049,4,1,8,3.07,Medium popularity
Piece of My Heart (feat. Brent Faiyaz),"Wizkid, Brent Faiyaz",afrobeats,77,2024-10-18,2024,10,2020s,0.648,0.737,-5.493,0.105,0.746,0.138,6.92e-06,0.252,93.2,4,1,1,4.32,High popularity
PUSH 2 START,Tyla,afrobeats,78,2024-10-11,2024,10,2020s,0.814,0.683,-3.505,0.0858,0.758,0.0466,0.00826,0.277,93.482,4,1,2,2.61,High popularity
Fi Kan We Kan,"Bnxn, Rema",afrobeats,71,2024-10-15,2024,10,2020s,0.683,0.501,-7.881,0.0685,0.623,0.211,9.25e-05,0.109,145.379,5,0,6,2.69,High popularity
MMS,"Asake, Wizkid",afrobeats,72,2024-08-08,2024,8,2020s,0.634,0.502,-3.367,0.188,0.645,0.144,0.0341,0.677,101.837,3,0,8,3.66,High popularity
Después De La 1,"Cris Mj, FloyyMenor, LOUKI",latin,86,2024-09-12,2024,9,2020s,0.581,0.805,-5.091,0.0933,0.528,0.0601,0.0202,0.0303,99.973,4,0,6,2.96,High popularity
Imagínate,"Danny Ocean, Kapo",latin,76,2024-11-07,2024,11,2020s,0.737,0.779,-4.667,0.0974,0.445,0.109,0.0,0.134,101.923,4,1,11,2.84,High popularity
Kamikaze (feat. Victor Mendivil),"Natanael Cano, Uriel Gaxiola, Ganggy, Victor Mendivil",latin,72,2024-11-14,2024,11,2020s,0.662,0.863,-5.855,0.334,0.307,0.21,8.45e-06,0.0843,95.999,4,0,4,4.14,High popularity
NEL,Fuerza Regida,latin,88,2024-07-25,2024,7,2020s,0.482,0.69,-6.335,0.0728,0.356,0.2,0.0004,0.523,100.029,4,0,7,2.48,High popularity
DEPORTIVO,"Blessd, Anuel AA",latin,72,2024-11-14,2024,11,2020s,0.762,0.816,-2.864,0.0845,0.782,0.0565,0.000404,0.534,90.025,4,1,0,3.65,High popularity
SEXO ES LA MODA,"Maria Becerra, Yandel",latin,74,2024-10-31,2024,10,2020s,0.718,0.848,-4.385,0.116,0.564,0.0557,1.9e-05,0.183,105.002,4,0,9,2.77,High popularity
Khé?,"Rauw Alejandro, Romeo Santos",latin,78,2024-11-15,2024,11,2020s,0.627,0.687,-4.975,0.0893,0.47,0.181,0.0,0.326,155.865,4,1,7,3.43,High popularity
Ferxxoko,"Joyce Santana, Feid",latin,72,2024-10-31,2024,10,2020s,0.483,0.753,-6.436,0.0681,0.826,0.273,0.0,0.0189,171.831,4,0,3,2.95,High popularity
Nueva Era,"Duki, Myke Towers",latin,82,2024-10-31,2024,10,2020s,0.724,0.556,-3.165,0.217,0.681,0.119,0.0,0.267,101.097,3,1,0,4.11,High popularity
PELIGROSA,FloyyMenor,latin,81,2024-07-12,2024,7,2020s,0.442,0.776,-8.99,0.0723,0.838,0.0575,1.31e-05,0.319,100.021,4,0,6,2.28,High popularity
Morena Canela,Chino Pacas,latin,79,2024-10-18,2024,10,2020s,0.614,0.658,-6.981,0.092,0.465,0.0324,2.18e-05,0.105,119.893,3,1,10,2.97,High popularity
DURO,Quevedo,latin,76,2024-10-31,2024,10,2020s,0.719,0.707,-4.963,0.371,0.701,0.0395,2e-06,0.223,104.033,4,0,4,2.7,High popularity
PIÉNSALO,Junior H,latin,84,2023-10-05,2023,10,2020s,0.536,0.716,-7.798,0.208,0.359,0.0328,0.0,0.452,97.541,3,0,2,4.01,High popularity
EN MI MUNDO,"Jasiel Nuñez, Peso Pluma",latin,75,2024-11-07,2024,11,2020s,0.594,0.694,-8.39,0.131,0.672,0.0366,0.0,0.396,125.01,3,0,8,5.13,High popularity
Soltera,Shakira,latin,86,2024-09-25,2024,9,2020s,0.752,0.841,-4.735,0.949,0.67,0.105,0.00046,0.167,100.076,4,1,2,3.58,High popularity
DEGENERE 👑 (feat. benny blanco),"Myke Towers, benny blanco",latin,79,2024-10-16,2024,10,2020s,0.709,0.744,-5.778,0.0847,0.712,0.284,0.0,0.0501,194.055,4,0,6,2.18,High popularity
SE ME OLVIDA,"Maisak, Feid",latin,84,2024-08-23,2024,8,2020s,0.707,0.786,-4.386,0.121,0.691,0.0635,0.0,0.0399,82.045,4,0,7,3.76,High popularity
Hecha Pa' Mí,Grupo Frontera,latin,82,2024-10-03,2024,10,2020s,0.832,0.742,-4.267,0.296,0.716,0.0325,0.0,0.0857,98.582,4,1,8,3.26,High popularity
SE TE NOTA (feat. Peso Pluma),"Myke Towers, Peso Pluma",latin,72,2024-08-22,2024,8,2020s,0.616,0.773,-4.516,0.145,0.25,0.0416,4.24e-05,0.0565,104.008,4,1,0,3.17,High popularity
EL LOKERON,Tito Double P,latin,89,2024-08-22,2024,8,2020s,0.689,0.724,-7.174,0.0922,0.936,0.0524,6.77e-06,0.573,120.208,3,0,7,2.44,High popularity
Ese Vato No Te Queda,"Carin Leon, Gabito Ballesteros",latin,75,2024-10-24,2024,10,2020s,0.74,0.748,-3.643,0.087,0.618,0.0387,0.000109,0.0292,117.955,4,0,7,3.31,High popularity
Cholo 7,"Fuerza Regida, Luis R Conriquez",latin,75,2024-10-31,2024,10,2020s,0.856,0.691,-5.035,0.0876,0.713,0.0536,5.09e-05,0.2,136.0,3,0,6,2.62,High popularity
KINTSUGI,HUMBE,latin,80,2024-09-26,2024,9,2020s,0.464,0.373,-8.606,0.127,0.301,0.256,0.0135,0.86,79.503,3,0,4,3.97,High popularity
UWAIE,Kapo,latin,86,2024-08-15,2024,8,2020s,0.783,0.705,-4.783,0.0984,0.454,0.0403,0.0,0.138,103.001,4,0,9,2.87,High popularity
IA,"Clarent, Mora",latin,80,2024-10-17,2024,10,2020s,0.631,0.706,-5.812,0.227,0.289,0.0366,0.0,0.656,111.93,4,0,0,2.86,High popularity
Siento que merezco más,LATIN MAFIA,latin,73,2024-10-24,2024,10,2020s,0.445,0.55,-9.548,0.507,0.512,0.0847,0.00318,0.262,156.023,4,1,7,2.77,High popularity
AY MAMÁ,"Tito Double P, Grupo Frontera",latin,85,2024-08-22,2024,8,2020s,0.764,0.666,-6.297,0.347,0.729,0.116,0.0,0.366,148.853,4,0,4,2.72,High popularity
En Otra Vida,"Yami Safdie, Lasso",latin,79,2024-10-10,2024,10,2020s,0.162,0.459,-11.634,0.137,0.483,0.0425,0.0,0.929,184.784,3,1,0,2.56,High popularity
No Son Doritos,"Clave Especial, Luis R Conriquez",latin,81,2024-08-23,2024,8,2020s,0.834,0.783,-4.623,0.0903,0.92,0.029,0.000212,0.539,139.995,3,0,3,2.68,High popularity
Frente al Mar,Beéle,latin,79,2024-09-26,2024,9,2020s,0.682,0.75,-3.825,0.112,0.618,0.0945,1.28e-06,0.168,100.036,4,1,10,2.75,High popularity
Soltera - W Sound 01,"W Sound, Blessd, Ovy On The Drums",latin,82,2024-08-06,2024,8,2020s,0.578,0.734,-4.147,0.113,0.88,0.295,0.000242,0.155,199.997,4,1,1,2.37,High popularity
DOS DÍAS,"Tito Double P, Peso Pluma",latin,88,2024-08-22,2024,8,2020s,0.513,0.745,-9.116,0.216,0.929,0.087,0.0,0.783,109.935,3,1,1,2.58,High popularity
NO PIERDO LA VIDA,"Calle 24, Chuyin",latin,77,2024-09-06,2024,9,2020s,0.824,0.747,-4.353,0.282,0.793,0.0348,0.0,0.184,124.997,3,0,7,2.81,High popularity
Como Pacman,"Alemán, Gera MX",latin,68,2024-10-31,2024,10,2020s,0.787,0.809,-3.826,0.0653,0.9,0.125,0.0011,0.126,165.07,4,1,8,2.47,Medium popularity
Rey Sin Reina,Julión Álvarez y su Norteño Banda,latin,85,2024-09-05,2024,9,2020s,0.356,0.529,-6.612,0.136,0.659,0.0569,0.0,0.29,169.653,3,1,3,2.51,High popularity
JACKPOT,"Belinda, Kenia OS",latin,73,2024-10-24,2024,10,2020s,0.806,0.763,-4.946,0.0612,0.594,0.0532,1.32e-05,0.0012,123.009,4,1,2,3.23,High popularity
noviogangsta <3,Emilia,latin,77,2024-10-12,2024,10,2020s,0.872,0.816,-4.27,0.254,0.94,0.0442,3.7e-06,0.25,128.924,4,0,11,2.62,High popularity
Bandoleros,"Don Omar, Tego Calderón",latin,68,2006-06-20,2006,6,2000s,0.896,0.662,-5.311,0.186,0.79,0.251,0.0,0.318,90.622,4,0,5,5.09,Medium popularity
Rucón,Alemán,latin,69,2018-05-16,2018,5,2010s,0.59,0.864,-8.768,0.093,0.579,0.499,0.0,0.0196,161.989,4,1,1,2.81,Medium popularity
